Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,SO2,PM10,PM25,NO2
9/19/09,63,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,17,50,13,23,63,20
9/20/09,56,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,15,28,7,12,56,12
9/21/09,92,SO2,PSI/Duke Energy- Gallagher Network/ Bald Knob,18-043-0004,AQS,15,24,92,9,43,10
9/22/09,106,SO2,PSI/Duke Energy- Gallagher Network/ Bald Knob,18-043-0004,AQS,16,30,106,14,45,21
9/23/09,56,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,18,19,39,17,56,20
9/24/09,49,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,18,23,6,13,49,13
9/25/09,58,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,15,21,10,16,58,11
9/26/09,52,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,15,31,19,15,52,17
9/27/09,56,SO2,PSI/Duke Energy- Gallagher Network/ Bald Knob,18-043-0004,AQS,13,37,56,14,53,11
9/28/09,33,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,11,31,31,30,33,13
9/29/09,29,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,.,20,7,17,29,18
9/30/09,72,SO2,Fire Arms Training,21-111-1041,AQS,6,26,72,18,38,20
10/1/09,69,SO2,LOCATED ON OLD RAIL BED 1100 METERS NORTH OF POWERPLANT,18-043-0007,AQS,7,36,69,20,56,18
10/2/09,46,SO2,Watson Lane,21-111-0051,AQS,7,31,46,13,38,31
10/3/09,57,SO2,Watson Lane,21-111-0051,AQS,7,30,57,16,27,12
10/4/09,25,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,9,21,23,9,25,22
10/5/09,37,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,10,34,7,18,37,25
10/6/09,45,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,9,19,40,13,45,22
10/7/09,26,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,13,25,10,10,26,26
10/8/09,50,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,14,23,13,13,50,21
10/9/09,36,SO2,PSI/Duke Energy- Gallagher Network/ Bald Knob,18-043-0004,AQS,10,21,36,6,31,21
10/10/09,37,SO2,Fire Arms Training,21-111-1041,AQS,13,23,37,9,34,19
10/11/09,42,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,13,28,19,10,42,16
10/12/09,102,SO2,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,13,23,102,17,54,29
10/13/09,80,SO2,Watson Lane,21-111-0051,AQS,13,20,80,17,59,24
10/14/09,42,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,9,19,6,11,42,9
10/15/09,96,SO2,Watson Lane,21-111-0051,AQS,11,12,96,9,41,12
10/16/09,56,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,11,17,50,15,56,14
10/17/09,36,SO2,Fire Arms Training,21-111-1041,AQS,10,29,36,6,25,19
10/18/09,89,SO2,Fire Arms Training,21-111-1041,AQS,16,30,89,13,39,26
10/19/09,91,SO2,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,16,36,91,16,48,27
10/20/09,52,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,16,38,23,19,52,37
10/21/09,130,SO2,PSI/Duke Energy- Gallagher Network/ Bald Knob,18-043-0004,AQS,19,40,130,30,71,38
10/22/09,76,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,20,36,72,28,76,26
10/23/09,86,SO2,Watson Lane,21-111-0051,AQS,11,28,86,10,44,13
10/24/09,30,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,16,30,23,8,27,30
10/25/09,62,SO2,PSI/Duke Energy- Gallagher Network/ Bald Knob,18-043-0004,AQS,17,35,62,14,40,28
10/26/09,117,SO2,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,18,34,117,20,56,37
10/27/09,81,SO2,PSI/Duke Energy- Gallagher Network/ Bald Knob,18-043-0004,AQS,18,20,81,25,63,26
10/28/09,55,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,17,19,13,14,55,19
10/29/09,52,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,15,31,6,14,52,19
10/30/09,102,SO2,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,14,32,102,15,55,13
10/31/09,43,SO2,Watson Lane,21-111-0051,AQS,20,28,43,11,40,24
11/1/09,52,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,22,.,44,12,52,25
11/2/09,146,SO2,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,24,.,146,22,58,34
11/3/09,109,SO2,Fire Arms Training,21-111-1041,AQS,24,.,109,16,39,29
11/4/09,85,SO2,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,20,.,85,21,46,42
11/5/09,54,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,17,.,6,19,54,31
11/6/09,57,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,16,.,27,24,57,32
11/7/09,66,SO2,Watson Lane,21-111-0051,AQS,11,.,66,23,58,33
11/8/09,66,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,17,.,36,26,66,38
11/9/09,81,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,18,.,50,47,81,41
11/10/09,77,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,18,.,29,44,77,32
11/11/09,21,NO2,,21-111-1021,AQS,6,.,16,13,20,21
11/12/09,34,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,9,.,19,17,34,27
11/13/09,63,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,16,.,39,29,63,31
11/14/09,80,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,24,.,37,31,80,42
11/15/09,92,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,25,.,40,39,92,34
11/16/09,90,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,14,.,13,37,90,22
11/17/09,53,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,8,.,13,14,53,25
11/18/09,44,SO2,Fire Arms Training,21-111-1041,AQS,8,.,44,6,31,24
11/19/09,47,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,10,.,24,11,47,25
11/20/09,90,SO2,Watson Lane,21-111-0051,AQS,14,.,90,28,76,31
11/21/09,83,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,17,.,20,31,83,30
11/22/09,63,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,11,.,20,19,63,26
11/23/09,61,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,10,.,30,19,61,25
11/24/09,51,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,9,.,16,11,51,17
11/25/09,95,SO2,Watson Lane,21-111-0051,AQS,9,.,95,11,30,16
11/26/09,46,SO2,Watson Lane,21-111-0051,AQS,8,.,46,6,26,13
11/27/09,55,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,17,.,13,11,55,29
11/28/09,57,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,19,.,29,18,57,26
11/29/09,49,SO2,Watson Lane,21-111-0051,AQS,15,.,49,15,48,13
11/30/09,43,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,10,.,11,9,43,25
12/1/09,62,SO2,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,14,.,62,18,59,31
12/2/09,39,SO2,Watson Lane,21-111-0051,AQS,15,.,39,12,39,28
12/3/09,55,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,10,.,9,14,55,13
12/4/09,49,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,13,.,31,12,49,19
12/5/09,92,SO2,Fire Arms Training,21-111-1041,AQS,18,.,92,16,62,34
12/6/09,76,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,24,.,20,18,76,33
12/7/09,59,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,14,.,33,12,59,26
12/8/09,56,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,14,.,13,8,56,23
12/9/09,113,SO2,Watson Lane,21-111-0051,AQS,10,.,113,10,30,13
12/10/09,90,SO2,Watson Lane,21-111-0051,AQS,13,.,90,9,33,25
12/11/09,91,SO2,Watson Lane,21-111-0051,AQS,20,.,91,15,50,37
12/12/09,70,SO2,PSI/Duke Energy- Gallagher Network/ Bald Knob,18-043-0004,AQS,22,.,70,15,51,33
12/13/09,60,SO2,PSI/Duke Energy- Gallagher Network/ Bald Knob,18-043-0004,AQS,16,.,60,8,35,25
12/14/09,33,SO2,LOCATED ON OLD RAIL BED 1100 METERS NORTH OF POWERPLANT,18-043-0007,AQS,16,.,33,10,33,23
12/15/09,55,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,14,.,9,14,55,12
12/16/09,200,SO2,Fire Arms Training,21-111-1041,AQS,17,.,200,22,55,42
12/17/09,75,SO2,PSI/Duke Energy- Gallagher Network/ Bald Knob,18-043-0004,AQS,20,.,75,29,75,42
12/18/09,71,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,15,.,16,31,71,35
12/19/09,65,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,10,.,14,11,65,25
12/20/09,59,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,8,.,46,13,59,13
12/21/09,83,PM2.5,CANNONS LANE,21-111-0067,AQS,11,.,56,28,83,20
12/22/09,80,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,10,.,11,21,80,26
12/23/09,76,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,9,.,10,18,76,17
12/24/09,54,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,8,.,10,13,54,13
12/25/09,115,SO2,Watson Lane,21-111-0051,AQS,5,.,115,6,19,7
12/26/09,141,SO2,Watson Lane,21-111-0051,AQS,7,.,141,15,18,11
12/27/09,143,SO2,Watson Lane,21-111-0051,AQS,7,.,143,17,28,11
12/28/09,102,SO2,Watson Lane,21-111-0051,AQS,7,.,102,10,42,18
12/29/09,52,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,9,.,16,13,52,33
12/30/09,51,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,8,.,37,14,51,23
12/31/09,46,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,9,.,9,8,46,23
,,,,,,,,,,,
1/1/10,52,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,7,.,10,8,52,
1/2/10,48,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,7,.,9,10,48,
1/3/10,66,SO2,Fire Arms Training,21-111-1041,AQS,8,.,66,6,39,
1/4/10,40,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,9,.,10,10,40,
1/5/10,62,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,9,.,20,13,62,
1/6/10,68,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,.,.,13,15,68,
1/7/10,101,SO2,Watson Lane,21-111-0051,AQS,7,.,101,15,62,
1/8/10,100,SO2,Watson Lane,21-111-0051,AQS,6,.,100,14,50,
1/9/10,53,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,.,14,10,53,
1/10/10,58,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,.,33,13,58,
1/11/10,77,SO2,Watson Lane,21-111-0051,AQS,6,.,77,16,61,
1/12/10,77,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,13,24,71,15,77,
1/13/10,87,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,14,22,55,28,87,
1/14/10,71,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,15,22,47,31,71,
1/15/10,74,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,16,15,41,32,74,
1/16/10,97,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,17,23,13,32,97,
1/17/10,82,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,13,15,33,18,82,
1/18/10,77,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,11,8,27,17,77,
1/19/10,96,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,15,3,21,27,96,
1/20/10,74,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,10,7,9,21,74,
1/21/10,39,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,10,7,10,8,39,
1/22/10,62,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,11,5,27,13,62,
1/23/10,63,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,8,30,7,15,63,
1/24/10,31,Ozone,CANNONS LANE,21-111-0067,AQS,7,31,9,5,16,
1/25/10,65,SO2,Watson Lane,21-111-0051,AQS,6,19,65,8,27,
1/26/10,38,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,27,14,11,38,
1/27/10,51,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,8,24,40,18,51,
1/28/10,36,Ozone,CANNONS LANE,21-111-0067,AQS,6,36,27,10,35,
1/29/10,43,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,6,25,19,17,43,
1/30/10,40,SO2,Watson Lane,21-111-0051,AQS,8,29,40,11,40,
1/31/10,63,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,13,27,29,21,63,
2/1/10,81,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,17,33,47,31,81,
2/2/10,75,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,13,25,50,28,75,
2/3/10,82,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,9,30,31,16,82,
2/4/10,87,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,9,15,9,19,87,
2/5/10,48,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,11,19,11,7,48,
2/6/10,65,SO2,Fire Arms Training,21-111-1041,AQS,11,35,65,9,38,
2/7/10,49,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,9,34,14,11,49,
2/8/10,54,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,8,26,9,16,54,
2/9/10,65,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,13,31,17,16,65,
2/10/10,92,SO2,Watson Lane,21-111-0051,AQS,8,36,92,7,40,
2/11/10,59,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,11,32,24,13,59,
2/12/10,84,SO2,Fire Arms Training,21-111-1041,AQS,14,32,84,24,78,
2/13/10,64,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,13,38,26,19,64,
2/14/10,80,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,17,31,49,20,80,
2/15/10,115,SO2,Watson Lane,21-111-0051,AQS,9,40,115,10,57,
2/16/10,66,SO2,Watson Lane,21-111-0051,AQS,9,35,66,8,50,
2/17/10,60,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,11,31,40,14,60,
2/18/10,76,SO2,Watson Lane,21-111-0051,AQS,14,28,76,15,66,
2/19/10,76,PM2.5,CANNONS LANE,21-111-0067,AQS,18,13,46,33,76,
2/20/10,62,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,20,15,14,25,62,
2/21/10,79,SO2,PSI/Duke Energy- Gallagher Network/ Bald Knob,18-043-0004,AQS,20,18,79,25,64,
2/22/10,64,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,11,18,19,16,64,
2/23/10,67,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,10,16,17,16,67,
2/24/10,65,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,13,19,16,15,65,
2/25/10,53,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,10,22,7,15,53,
2/26/10,33,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,10,24,10,10,33,
2/27/10,56,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,11,22,11,11,56,
2/28/10,52,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,13,24,7,11,52,
3/1/10,55,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,14,31,36,14,55,
3/2/10,75,SO2,Watson Lane,21-111-0051,AQS,13,33,75,11,54,
3/3/10,54,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,.,35,36,17,54,
3/4/10,70,SO2,Fire Arms Training,21-111-1041,AQS,6,41,70,11,35,
3/5/10,65,SO2,Fire Arms Training,21-111-1041,AQS,9,42,65,24,46,
3/6/10,59,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,10,41,33,22,59,
3/7/10,141,SO2,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,13,47,141,24,63,
3/8/10,119,SO2,Fire Arms Training,21-111-1041,AQS,16,47,119,35,75,
3/9/10,96,SO2,PSI/Duke Energy- Gallagher Network/ Bald Knob,18-043-0004,AQS,18,58,96,36,71,
3/10/10,103,SO2,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,43,103,15,44,
3/11/10,38,Ozone,Bates,21-111-0027,AQS,6,38,6,13,32,
3/12/10,56,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,10,27,16,15,56,
3/13/10,36,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,.,30,19,8,36,
3/14/10,34,Ozone,CANNONS LANE,21-111-0067,AQS,7,34,30,6,23,
3/15/10,34,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,6,32,33,11,34,
3/16/10,38,Ozone,BUCKNER,21-185-0004,AQS,8,38,37,12,30,
3/17/10,52,SO2,Watson Lane,21-111-0051,AQS,9,39,52,23,43,
3/18/10,61,Ozone,Watson Lane,21-111-0051,AQS,10,61,29,22,43,
3/19/10,67,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,13,67,36,29,51,
3/20/10,76,SO2,Fire Arms Training,21-111-1041,AQS,15,61,76,33,70,
3/21/10,72,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,11,45,11,28,72,
3/22/10,31,Ozone,CANNONS LANE,21-111-0067,AQS,6,31,21,6,18,
3/23/10,51,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,9,40,16,15,51,
3/24/10,82,SO2,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,11,58,82,31,72,
3/25/10,55,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,8,44,20,19,55,
3/26/10,52,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,6,38,24,8,52,
3/27/10,46,Ozone,CANNONS LANE,21-111-0067,AQS,5,46,19,12,33,
3/28/10,48,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,5,48,14,7,23,
3/29/10,46,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,6,35,39,14,46,
3/30/10,101,SO2,Watson Lane,21-111-0051,AQS,9,40,101,25,58,
3/31/10,74,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,10,74,60,34,57,
4/1/10,100,Ozone,Bates,21-111-0027,AQS,10,100,40,33,66,
4/2/10,77,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,11,77,50,33,72,
4/3/10,51,Ozone,CANNONS LANE,21-111-0067,AQS,13,51,23,18,43,
4/4/10,65,SO2,Watson Lane,21-111-0051,AQS,15,64,65,15,37,
4/5/10,107,SO2,Watson Lane,21-111-0051,AQS,8,39,107,26,58,
4/6/10,74,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,7,74,27,29,51,
4/7/10,52,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,7,45,23,26,52,
4/8/10,41,Ozone,CANNONS LANE,21-111-0067,AQS,7,41,3,7,32,
4/9/10,47,Ozone,CANNONS LANE,21-111-0067,AQS,9,47,14,12,25,
4/10/10,74,Ozone,CANNONS LANE,21-111-0067,AQS,13,74,40,21,53,
4/11/10,105,Ozone,CANNONS LANE,21-111-0067,AQS,15,105,51,26,59,
4/12/10,122,Ozone,CANNONS LANE,21-111-0067,AQS,11,122,13,35,65,
4/13/10,129,Ozone,CANNONS LANE,21-111-0067,AQS,11,129,37,45,77,
4/14/10,129,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,9,129,113,49,74,
4/15/10,140,Ozone,CANNONS LANE,21-111-0067,AQS,13,140,33,45,76,
4/16/10,74,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,13,74,36,40,56,
4/17/10,54,Ozone,CANNONS LANE,21-111-0067,AQS,8,54,19,20,27,
4/18/10,37,Ozone,CANNONS LANE,21-111-0067,AQS,10,37,10,13,23,
4/19/10,42,Ozone,CANNONS LANE,21-111-0067,AQS,9,42,14,18,33,
4/20/10,59,PM2.5,CANNONS LANE,21-111-0067,AQS,9,51,47,24,59,
4/21/10,80,Ozone,Watson Lane,21-111-0051,AQS,13,80,23,39,66,
4/22/10,84,Ozone,CANNONS LANE,21-111-0067,AQS,14,84,40,44,71,
4/23/10,71,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,14,46,6,26,71,
4/24/10,45,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,9,36,6,11,45,
4/25/10,42,Ozone,CANNONS LANE,21-111-0067,AQS,8,42,34,10,23,
4/26/10,44,PM2.5,SHEPHERDSVILLE,21-029-0006,AQS,10,30,4,12,44,
4/27/10,43,Ozone,BUCKNER,21-185-0004,AQS,10,43,39,14,32,
4/28/10,64,Ozone,CANNONS LANE,21-111-0067,AQS,15,64,41,19,43,
4/29/10,51,Ozone,CANNONS LANE,21-111-0067,AQS,14,51,34,21,50,
4/30/10,64,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,11,64,31,22,53,
5/1/10,45,Ozone,CANNONS LANE,21-111-0067,AQS,11,45,21,8,31,
5/2/10,31,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,11,31,6,6,28,
5/3/10,67,Ozone,CANNONS LANE,21-111-0067,AQS,13,67,61,15,39,
5/4/10,87,Ozone,CANNONS LANE,21-111-0067,AQS,11,87,51,14,27,
5/5/10,84,Ozone,CANNONS LANE,21-111-0067,AQS,11,84,49,26,53,
5/6/10,77,Ozone,Watson Lane,21-111-0051,AQS,10,77,36,21,28,
5/7/10,77,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,10,77,56,33,57,
5/8/10,35,Ozone,CANNONS LANE,21-111-0067,AQS,9,35,3,11,22,
5/9/10,47,Ozone,CANNONS LANE,21-111-0067,AQS,9,47,9,9,25,
5/10/10,48,Ozone,CANNONS LANE,21-111-0067,AQS,.,48,9,13,32,
5/11/10,61,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,10,38,24,23,61,
5/12/10,66,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,.,31,31,23,66,
5/13/10,76,SO2,Watson Lane,21-111-0051,AQS,7,36,76,28,64,
5/14/10,57,PM2.5,SHEPHERDSVILLE,21-029-0006,AQS,6,40,17,20,57,
5/15/10,54,Ozone,CANNONS LANE,21-111-0067,AQS,3,54,23,15,34,
5/16/10,53,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,5,33,6,14,53,
5/17/10,61,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,6,32,11,19,61,
5/18/10,40,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,5,32,6,11,40,
5/19/10,53,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,27,11,16,53,
5/20/10,65,PM2.5,CANNONS LANE,21-111-0067,AQS,3,38,9,18,65,
5/21/10,51,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,39,21,16,51,
5/22/10,77,SO2,Watson Lane,21-111-0051,AQS,8,54,77,16,43,
5/23/10,84,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,11,84,23,24,70,
5/24/10,71,Ozone,Watson Lane,21-111-0051,AQS,3,71,4,25,65,
5/25/10,152,SO2,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,3,61,152,23,65,
5/26/10,77,Ozone,Watson Lane,21-111-0051,AQS,5,77,26,25,60,
5/27/10,108,Ozone,Watson Lane,21-111-0051,AQS,6,108,37,35,72,
5/28/10,122,SO2,Fire Arms Training,21-111-1041,AQS,5,101,122,26,66,
5/29/10,87,Ozone,CANNONS LANE,21-111-0067,AQS,3,87,10,34,78,
5/30/10,122,SO2,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,64,122,31,82,
5/31/10,67,SO2,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,45,67,18,57,
6/1/10,136,Ozone,CANNONS LANE,21-111-0067,AQS,6,136,49,28,78,
6/2/10,69,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,7,58,47,26,69,
6/3/10,80,Ozone,CANNONS LANE,21-111-0067,AQS,6,80,67,17,59,
6/4/10,77,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,61,57,20,77,
6/5/10,86,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,3,49,44,19,86,
6/6/10,57,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,44,55,13,57,
6/7/10,132,SO2,Fire Arms Training,21-111-1041,AQS,5,51,132,19,36,
6/8/10,71,Ozone,CANNONS LANE,21-111-0067,AQS,3,71,30,21,45,
6/9/10,91,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,37,84,19,91,
6/10/10,106,SO2,Watson Lane,21-111-0051,AQS,7,100,106,21,58,
6/11/10,103,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,39,44,24,103,
6/12/10,61,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,6,40,30,25,61,
